id	text	misogynous	aggressiveness	nps	clean
111	@giusepp53678094 da morire...wow...sarei capace di farmelo succhiare mentre fai pipì e dopo te lo infilerei a gambe aperte,nella tua figa ancora bagnata	1	1	...wow... pipì dopo te lo a gambe aperte ,nella tua figa ancora bagnata	da morire...wow...sarei capace di farmelo succhiare mentre fai pipì e dopo te lo infilerei a gambe aperte,nella tua figa ancora bagnata
112	@CapitanArbano @NuNuZ_00 @annavis08 @Marco_V982 @maurizgor @FLaghezza @SClubsunny @Fuxino89 Potrebbe essere anche Chiara la pompinara	1	1	@CapitanArbano @NuNuZ_00 @annavis08 @Marco_V982 @maurizgor @FLaghezza @SClubsunny @Fuxino89 Potrebbe essere anche Chiara la pompinara	potrebbe essere anche chiara la pompinara
113	@GILDA31395269 Buongiorno tettona le scopriamo?	1	1	@GILDA31395269 Buongiorno tettona le	buongiorno tettona le scopriamo?
114	Bella quanto vuoi però se sei caga cazzi puoi startene nel tuo figa di legno	1	1	quanto cazzi nel tuo figa di legno	bella quanto vuoi però se sei caga cazzi puoi startene nel tuo figa di legno
115	@cercomilf88 Che tettona ?	1	0	@cercomilf88 Che tettona ?	che tettona ?
116	@Gabripalermo2 @meb @pdnetwork Ma ti cago in gola	1	1	@Gabripalermo2 @meb @pdnetwork ti in gola	ma ti cago in gola
117	@RobertaFarnese7 quando mi farai scopare il tuo bel culo..oltre alla figa e bocca..:-) :-)	1	1	mi il tuo bel culo oltre alla figa e bocca	quando mi farai scopare il tuo bel culo..oltre alla figa e bocca..:-) :-)
118	"RT @marcoarchetti: Vedi quella culona? Sta leggendo Fabio Volo. Io non scrivo per lei. Avremo un pubblico ristretto, ma saremo riconoscibi…"""	1	1	RT @marcoarchetti: quella culona Fabio Volo Io per lei un pubblico ristretto , ma saremo riconoscibi…	"rt vedi quella culona? sta leggendo fabio volo. io non scrivo per lei. avremo un pubblico ristretto, ma saremo riconoscibi…"""
119	@MikaEstrella1 Cerrrto bella puttanona bocchinara rotta in  culo...!!! Come faccio a contattarti ??? Sono di Milano....	1	1	@MikaEstrella1 Cerrrto bella puttanona bocchinara in  culo Sono di Milano....	cerrrto bella puttanona bocchinara rotta in culo...!!! come faccio a contattarti ??? sono di milano....
120	@_Francy_Fra_P Bella troina puttanona da sbatterti come un porco	1	1	Bella troina come un porco	bella troina puttanona da sbatterti come un porco
121	@duzzo1979 Mammmm che tettona meravigliosa	1	0	@duzzo1979 Mammmm che tettona meravigliosa	mammmm che tettona meravigliosa
122	Mi è piaciuto un video di @YouTube: https://t.co/PBtcli22fy SOFIA JAMORA MODELO CULONA EN BIKINI	1	0	Mi un video di @YouTube https://t.co/PBtcli22fy SOFIA JAMORA MODELO CULONA EN BIKINI	mi è piaciuto un video di sofia jamora modelo culona en bikini
123	@Lu_si_1 Dale Culona! ?	1	0	@Lu_si_1 Dale Culona! ?	dale culona! ?
124	@CristinaGatti8 Ok io arrivo e ti inculo tutta mattina	1	1	@CristinaGatti8 io ti tutta mattina	ok io arrivo e ti inculo tutta mattina
125	@AntonioColagrec @_beneathsurface @Mishimajakowskj @paulolden1 @turnontheleft @Disciules @MrETP @LuigiBiagini @PeveriMauro @cbennici @Norni2L @mr_brosca @DslLorenzo @LKynes4 @Gianni_Elia @TriderG8 @Euribor_Ghignai @SILVESTRO_74 @SignorErnesto @ulrico_dp @	1	0	@AntonioColagrec @_beneathsurface @Mishimajakowskj @paulolden1 @turnontheleft @Disciules @MrETP @LuigiBiagini @PeveriMauro @cbennici @Norni2L @mr_brosca @DslLorenzo @LKynes4 @Gianni_Elia @TriderG8 @Euribor_Ghignai @SILVESTRO_74 @SignorErnesto @ulrico_dp @	
126	@wanderinfra aah la preferisci acqua e sapone. io la preferisco più puttanone da combattimento, tipo così https://t.co/zjYCyCAb4e	1	0	@wanderinfra aah la acqua e sapone io la più puttanone da combattimento tipo così https://t.co/zjYCyCAb4e	aah la preferisci acqua e sapone. io la preferisco più puttanone da combattimento, tipo così
127	@ikigaikyuu veroo, tipo il tizio dai capelli rossi (maronn lo amo) ha fatto tanto per violet però si vedon poco le sue abilità come capo delle doll, oppure la tipa tettona (maronn amo pure lei) insieme alle altre doll, son poco presenti insomma È STRANO	1	0	@ikigaikyuu veroo, tipo il tizio dai capelli rossi (maronn lo tanto per violet si le sue abilità come capo delle doll , oppure la tipa tettona maronn pure lei insieme alle altre doll È STRANO	veroo, tipo il tizio dai capelli rossi (maronn lo amo) ha fatto tanto per violet però si vedon poco le sue abilità come capo delle doll, oppure la tipa tettona (maronn amo pure lei) insieme alle altre doll, son poco presenti insomma è strano
128	@tuttotuo63 Che bel culone ???	1	1	@tuttotuo63 Che bel culone ???	che bel culone ???
129	@celebrityhard @mayagoldstar Che pompinara che sei Maya	1	1	@celebrityhard @mayagoldstar Che pompinara che sei Maya	che pompinara che sei maya
130	@Robybisessuale ciao tesoro buon pm e un bacio ? ieri mi sono fatto una Bella scopata con un tettona wow che goduria	1	1	@Robybisessuale ciao tesoro buon pm e un bacio ? mi con un tettona wow che goduria	ciao tesoro buon pm e un bacio ? ieri mi sono fatto una bella scopata con un tettona wow che goduria
131	Figa di legno ??? #radio105	1	1	Figa di legno ??? #radio105	figa di legno ??? #radio105
132	@olekmonikacp Te lo lecco.ti inculo.te lo riempio	1	1	Te lo lecco.ti inculo.te lo	te lo lecco.ti inculo.te lo riempio
133	@_Francy_Fra_P che belle labbra da super pompinara	1	0	@_Francy_Fra_P che belle labbra da super pompinara	che belle labbra da super pompinara
134	@casalbosslino Che puttana ti scoperei sempre hummmm	1	1	ti hummmm	che puttana ti scoperei sempre hummmm
135	Porca puttana la mia coinquilina è un cazzo di invertebrato di merda, non so se riesco ad affrontare altri due mesi senza menarla	1	1	Porca puttana la mia coinquilina è un cazzo di invertebrato di merda, non so se riesco ad affrontare altri due mesi senza menarla	porca puttana la mia coinquilina è un cazzo di invertebrato di merda, non so se riesco ad affrontare altri due mesi senza menarla
136	che puttanone mamma mia https://t.co/mTuoPsvAP7	1	1	che puttanone mamma mia https://t.co/mTuoPsvAP7	che puttanone mamma mia
137	"@keziahmason1 Due giorni fa mi son dovuto sorbire le lagne di una tettona che aveva male allo sterno al punto da prendere antidolorifici; la mia ex tua omonima, quella a cui piaceva il vecchio porco"", parlava sempre di farsele ridurre. A parte a fare le s"	1	1	"Due giorni fa mi le lagne di una tettona che aveva male allo sterno al punto da prendere antidolorifici , quella a cui piaceva il vecchio porco"" A parte a fare le s"	"due giorni fa mi son dovuto sorbire le lagne di una tettona che aveva male allo sterno al punto da prendere antidolorifici; la mia ex tua omonima, quella a cui piaceva il vecchio porco"", parlava sempre di farsele ridurre. a parte a fare le s"
138	@celebrityhard @sexystarMarika bella figa da scopare	1	1	@celebrityhard @sexystarMarika bella figa da scopare	bella figa da scopare
139	@keziahmason1 E per alcune se non hai almeno 25 cm non vai bene. Sono una minoranza, gli uni e le altre. Se poi preferiscono una tettona imbranata a letto, che te ne fai di uomini così tu?	1	1	per alcune almeno 25 cm Sono una minoranza, gli uni e le altre. una tettona imbranata a letto, che te ne fai di uomini così tu	e per alcune se non hai almeno 25 cm non vai bene. sono una minoranza, gli uni e le altre. se poi preferiscono una tettona imbranata a letto, che te ne fai di uomini così tu?
140	@WantToBeASissy Che faccia da troia	1	1	@WantToBeASissy Che faccia da troia	che faccia da troia
141	Lurida cagna bevicazzi mai una giusta ne hai fatta https://t.co/rnhVRpnrZ7	1	1	Lurida cagna bevicazzi mai una giusta ne https://t.co/rnhVRpnrZ7	lurida cagna bevicazzi mai una giusta ne hai fatta
142	@luigidimaio alla...CULONA...vuoi dire	1	1	@luigidimaio alla...CULONA...vuoi dire	alla...culona...vuoi dire
143	se confessi ti avere il problma telle crisi ti panico e terrore con me io ti stupro. non farlo	1	1	ti il problma telle crisi ti panico e terrore con me io ti	se confessi ti avere il problma telle crisi ti panico e terrore con me io ti stupro. non farlo
144	@LombardiMaryann Ti sfonderei il culetto aggiungimi troia	1	1	Ti il culetto troia	ti sfonderei il culetto aggiungimi troia
145	@tuttotuo63 Che tettona magnifica!!!!!!	1	0	@tuttotuo63 Che tettona magnifica!!!!!!	che tettona magnifica!!!!!!
146	Ma senti questa BALDRACCA schifosa  ed assassina, ha la faccia come il culo! e la fanno anche parlare invece di arrestarlo processata e mandarla in galera! Ma dove siamo finiti? https://t.co/YxaVoemYrR	1	1	questa BALDRACCA schifosa  ed assassina la faccia come il culo la in galera	ma senti questa baldracca schifosa ed assassina, ha la faccia come il culo! e la fanno anche parlare invece di arrestarlo processata e mandarla in galera! ma dove siamo finiti?
147	@FreakLand69 Super tettona?	1	0	@FreakLand69 Super tettona?	super tettona?
148	"Ancora Espressioni dei  Nuovi Stili di Vita"" Tanto decantati dalla BALDRACCA, GRASSA e Schifosa Comunista, che una volta stava alla ""camera""! https://t.co/mVZ5h3Bysl"""	1	1	"Ancora Espressioni dei  Nuovi Stili di Vita"" Tanto decantati dalla BALDRACCA, GRASSA e Schifosa Comunista, che una volta stava alla ""camera""! https://t.co/mVZ5h3Bysl"""	"ancora espressioni dei nuovi stili di vita"" tanto decantati dalla baldracca, grassa e schifosa comunista, che una volta stava alla ""camera""!"
149	@erika_battiston quanto adoro la troia che sei...mi eccita da matti e ti scoperei senza fermarmi	1	1	@erika_battiston quanto la troia che sei...mi eccita da matti e ti scoperei senza fermarmi	quanto adoro la troia che sei...mi eccita da matti e ti scoperei senza fermarmi
150	Alessandra fai poco la figa che lo sappiamo che mo torni a casa a piangere e poi chiami @corsi_gabriele per avere il numero del palestrato #primoappuntamento	1	0	Alessandra la figa che lo sappiamo che mo torni a casa a piangere e poi chiami @corsi_gabriele per avere il numero del palestrato #primoappuntamento	alessandra fai poco la figa che lo sappiamo che mo torni a casa a piangere e poi chiami per avere il numero del palestrato #primoappuntamento
151	@Greis262 Posso farti io la scuola guida, a ogni errore una punizione Fai spegnere la macchina ? Mi seghi Freni di botto ? Ti inculoGratti la frizione ? Bocchino Ci stai ??????	1	1	io la scuola guida a ogni errore una punizione Fai la macchina Mi seghi Freni di botto ? Ti la frizione Ci	posso farti io la scuola guida, a ogni errore una punizione fai spegnere la macchina ? mi seghi freni di botto ? ti inculogratti la frizione ? bocchino ci stai ??????
152	@AmandaCobello Ti scoperei tutta... anche con quella maglia schifosa addosso ???	1	1	Ti anche con quella maglia schifosa addosso	ti scoperei tutta... anche con quella maglia schifosa addosso ???
153	pora nana vi son video metro rossetticertificati video con calzino ecc ecc ecc haha sei solo na pira troia da tastirmera.che infanga perche psicopatica	1	1	pora nana vi video metro rossetticertificati video con calzino ecc ecc ecc haha sei na troia da tastirmera.che	pora nana vi son video metro rossetticertificati video con calzino ecc ecc ecc haha sei solo na pira troia da tastirmera.che infanga perche psicopatica
154	Mi segue la tettona...????????	1	0	Mi la tettona	mi segue la tettona...????????
155	@DashingDiva69 Ti scoperei.... E ti sborro addosso e tu mi vieni in bocca..... ????????	1	1	@DashingDiva69 Ti ti tu mi in bocca	ti scoperei.... e ti sborro addosso e tu mi vieni in bocca..... ????????
156	@LunaDarkHot @spicylabPROD @SalaoErosPorto @SALONEROTICOBCN @FansClubIonella @M6969Xx @Milf_SexyHot Te lo metterei in bocca in figa nelle tette per una spagnola e nel culo	1	1	@SalaoErosPorto @SALONEROTICOBCN @FansClubIonella @M6969Xx @Milf_SexyHot Te lo in bocca in figa nelle tette per una spagnola e nel culo	te lo metterei in bocca in figa nelle tette per una spagnola e nel culo
157	@Beatric18189620 Buonanotte a te splendida tettona	1	0	@Beatric18189620 Buonanotte a te splendida tettona	buonanotte a te splendida tettona
158	Basta vado a dormire sto 4/04 mi ha stressato @Beyonce chiattona schifosa DOMANI QUANDO MI ALZO VOGLIO VEDERE QUEL CAZZ DI ALBUM SIAMO INTESI https://t.co/mnak9XAaNC	1	1	mi chiattona DOMANI QUANDO MI ALZO VOGLIO VEDERE QUEL CAZZ DI ALBUM INTESI https://t.co/mnak9XAaNC	basta vado a dormire sto 4/04 mi ha stressato chiattona schifosa domani quando mi alzo voglio vedere quel cazz di album siamo intesi
159	@1111scihl Che bel culone	1	0	@1111scihl Che bel culone	che bel culone
160	@bradeepo No. Solo uno. La tettona bionda. (Che sfiga eh, proprio lei)	1	0	Solo uno. La tettona bionda. (Che sfiga eh, proprio lei)	no. solo uno. la tettona bionda. (che sfiga eh, proprio lei)
161	ma che cazzo di problemi ha mia mamma ad urlare alle 6.40 della mattina?porca troia vuoi chiudere quella figa di bocca????	1	1	cazzo di problemi mia mamma della mattina?porca troia quella figa di bocca	ma che cazzo di problemi ha mia mamma ad urlare alle 6.40 della mattina?porca troia vuoi chiudere quella figa di bocca????
162	@ale_schirru @MaurizioBlondet Eh già già sanzioni a cazzo di cane senza la minima prova comandati come burattini dalla culona e dal pirlon che si tromba la madre	1	1	@ale_schirru @MaurizioBlondet Eh già già sanzioni a cazzo di cane senza la minima prova comandati come burattini dalla culona e dal pirlon che si tromba la madre	eh già già sanzioni a cazzo di cane senza la minima prova comandati come burattini dalla culona e dal pirlon che si tromba la madre
163	@doppiav86102783 Non mi sembra faccia puttanone?	1	1	mi faccia puttanone	non mi sembra faccia puttanone?
164	@duzzo1979 Buongiorno bellissima tettona fatti vedere completamente nuda	1	1	@duzzo1979 Buongiorno bellissima tettona fatti vedere completamente nuda	buongiorno bellissima tettona fatti vedere completamente nuda
165	@myrtamerlino @Ariachetira @myrtamerlino povera puttana che sei	1	1	@myrtamerlino @Ariachetira @myrtamerlino povera puttana che sei	povera puttana che sei
166	Il segreto per posare il proprio culo sull’autobus e non alzarsi per nessuna vecchietta o figa di legno: sedersi attaccati al finestrino e far sedere chiunque accanto a te. Chiunque. #sopravvivereadatacmerda	1	1	Il segreto per posare il proprio culo sull’autobus e non alzarsi per nessuna vecchietta o figa di legno: al finestrino chiunque accanto a te Chiunque. #sopravvivereadatacmerda	il segreto per posare il proprio culo sull’autobus e non alzarsi per nessuna vecchietta o figa di legno: sedersi attaccati al finestrino e far sedere chiunque accanto a te. chiunque. #sopravvivereadatacmerda
167	@jo19N26 Oltre che nn capire un cazzo 1 sei un camorrista zozzo 2 c hai la mamma puttana 3 la sorella bocchinara 4 va a morì ammazzato tu e tutta la tua lurida città 5 spero che il Vesuvio te bruci vivo figlio della merda	1	1	@jo19N26 Oltre che nn capire un cazzo 1 sei un camorrista zozzo la mamma puttana 3 la sorella bocchinara 4 tu e tutta la tua lurida città 5 il Vesuvio te vivo figlio della merda	oltre che nn capire un cazzo 1 sei un camorrista zozzo 2 c hai la mamma puttana 3 la sorella bocchinara 4 va a morì ammazzato tu e tutta la tua lurida città 5 spero che il vesuvio te bruci vivo figlio della merda
168	@GILDA31395269 Sei una grandissima troia, sono sicuro che ti piace sentirtelo dire mentre ti sbattono	1	1	una grandissima troia, ti ti	sei una grandissima troia, sono sicuro che ti piace sentirtelo dire mentre ti sbattono
169	"A tutti quelli che si scervellano per scrivere il tweet migliore, ricordo, che, di solito, poi arriva il puttanone di turno che scrive mi fa male il culo"" e subito 2.000 RT."""	1	0	"A tutti quelli che si scervellano per scrivere il tweet migliore, ricordo, che, di solito, poi arriva il puttanone di turno che scrive mi fa male il culo"" e subito 2.000 RT."""	"a tutti quelli che si scervellano per scrivere il tweet migliore, ricordo, che, di solito, poi arriva il puttanone di turno che scrive mi fa male il culo"" e subito 2.000 rt."""
170	@_Francy_Fra_P Ti scopo dalla mattina alla sera culo e figa	1	1	@_Francy_Fra_P Ti scopo dalla mattina alla sera culo e figa	ti scopo dalla mattina alla sera culo e figa
171	@GILDA31395269 Facciamolo cornuto insieme lui guarda e io mi ti inculo	1	1	@GILDA31395269 insieme lui io mi ti	facciamolo cornuto insieme lui guarda e io mi ti inculo
172	@casalbosslino Ti inculo col mio cazzo duro	1	1	Ti col mio cazzo duro	ti inculo col mio cazzo duro
173	Vania sta facendo la paracula but guess what figa di legno e deve sudarsi il mio perdono	1	0	Vania la paracula but guess what figa di legno il mio perdono	vania sta facendo la paracula but guess what figa di legno e deve sudarsi il mio perdono
